line top point : (594000.956, 5753195.131)	 line bottom point : (594000.956, 5745470.425) 	 left # : 1498 	 right # : 1570 	 overlap_with_division_line # : 333
line top point : (595323.956, 5753195.131)	 line bottom point : (595323.956, 5745470.425) 	 left # : 2358 	 right # : 695 	 overlap_with_division_line # : 348
line top point : (595324.956, 5753195.131)	 line bottom point : (595324.956, 5745470.425) 	 left # : 2358 	 right # : 695 	 overlap_with_division_line # : 348
line top point : (595325.956, 5753195.131)	 line bottom point : (595325.956, 5745470.425) 	 left # : 2360 	 right # : 693 	 overlap_with_division_line # : 348
line top point : (595326.956, 5753195.131)	 line bottom point : (595326.956, 5745470.425) 	 left # : 2360 	 right # : 693 	 overlap_with_division_line # : 348
line top point : (595327.956, 5753195.131)	 line bottom point : (595327.956, 5745470.425) 	 left # : 2360 	 right # : 693 	 overlap_with_division_line # : 348
line top point : (595328.956, 5753195.131)	 line bottom point : (595328.956, 5745470.425) 	 left # : 2360 	 right # : 693 	 overlap_with_division_line # : 348
line top point : (595329.956, 5753195.131)	 line bottom point : (595329.956, 5745470.425) 	 left # : 2360 	 right # : 693 	 overlap_with_division_line # : 348
line top point : (595330.956, 5753195.131)	 line bottom point : (595330.956, 5745470.425) 	 left # : 2362 	 right # : 691 	 overlap_with_division_line # : 348
line top point : (595331.956, 5753195.131)	 line bottom point : (595331.956, 5745470.425) 	 left # : 2362 	 right # : 691 	 overlap_with_division_line # : 348
line top point : (595332.956, 5753195.131)	 line bottom point : (595332.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595333.956, 5753195.131)	 line bottom point : (595333.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595334.956, 5753195.131)	 line bottom point : (595334.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595335.956, 5753195.131)	 line bottom point : (595335.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595336.956, 5753195.131)	 line bottom point : (595336.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595337.956, 5753195.131)	 line bottom point : (595337.956, 5745470.425) 	 left # : 2364 	 right # : 689 	 overlap_with_division_line # : 348
line top point : (595338.956, 5753195.131)	 line bottom point : (595338.956, 5745470.425) 	 left # : 2366 	 right # : 687 	 overlap_with_division_line # : 348
line top point : (595339.956, 5753195.131)	 line bottom point : (595339.956, 5745470.425) 	 left # : 2366 	 right # : 687 	 overlap_with_division_line # : 348
line top point : (595340.956, 5753195.131)	 line bottom point : (595340.956, 5745470.425) 	 left # : 2366 	 right # : 687 	 overlap_with_division_line # : 348
line top point : (595341.956, 5753195.131)	 line bottom point : (595341.956, 5745470.425) 	 left # : 2368 	 right # : 685 	 overlap_with_division_line # : 348
line top point : (595342.956, 5753195.131)	 line bottom point : (595342.956, 5745470.425) 	 left # : 2372 	 right # : 681 	 overlap_with_division_line # : 348
line top point : (595343.956, 5753195.131)	 line bottom point : (595343.956, 5745470.425) 	 left # : 2374 	 right # : 679 	 overlap_with_division_line # : 348
line top point : (595344.956, 5753195.131)	 line bottom point : (595344.956, 5745470.425) 	 left # : 2377 	 right # : 676 	 overlap_with_division_line # : 348
line top point : (595345.956, 5753195.131)	 line bottom point : (595345.956, 5745470.425) 	 left # : 2378 	 right # : 675 	 overlap_with_division_line # : 348
line top point : (595346.956, 5753195.131)	 line bottom point : (595346.956, 5745470.425) 	 left # : 2378 	 right # : 675 	 overlap_with_division_line # : 348
line top point : (595347.956, 5753195.131)	 line bottom point : (595347.956, 5745470.425) 	 left # : 2380 	 right # : 671 	 overlap_with_division_line # : 350
line top point : (595348.956, 5753195.131)	 line bottom point : (595348.956, 5745470.425) 	 left # : 2380 	 right # : 671 	 overlap_with_division_line # : 350
line top point : (595349.956, 5753195.131)	 line bottom point : (595349.956, 5745470.425) 	 left # : 2380 	 right # : 671 	 overlap_with_division_line # : 350
line top point : (595350.956, 5753195.131)	 line bottom point : (595350.956, 5745470.425) 	 left # : 2380 	 right # : 671 	 overlap_with_division_line # : 350
line top point : (595351.956, 5753195.131)	 line bottom point : (595351.956, 5745470.425) 	 left # : 2381 	 right # : 670 	 overlap_with_division_line # : 350
line top point : (595352.956, 5753195.131)	 line bottom point : (595352.956, 5745470.425) 	 left # : 2381 	 right # : 668 	 overlap_with_division_line # : 352
line top point : (595353.956, 5753195.131)	 line bottom point : (595353.956, 5745470.425) 	 left # : 2382 	 right # : 667 	 overlap_with_division_line # : 352
line top point : (595354.956, 5753195.131)	 line bottom point : (595354.956, 5745470.425) 	 left # : 2382 	 right # : 667 	 overlap_with_division_line # : 352
line top point : (595355.956, 5753195.131)	 line bottom point : (595355.956, 5745470.425) 	 left # : 2386 	 right # : 663 	 overlap_with_division_line # : 352
line top point : (595356.956, 5753195.131)	 line bottom point : (595356.956, 5745470.425) 	 left # : 2389 	 right # : 660 	 overlap_with_division_line # : 352
line top point : (595357.956, 5753195.131)	 line bottom point : (595357.956, 5745470.425) 	 left # : 2389 	 right # : 660 	 overlap_with_division_line # : 352
line top point : (595358.956, 5753195.131)	 line bottom point : (595358.956, 5745470.425) 	 left # : 2391 	 right # : 658 	 overlap_with_division_line # : 352
line top point : (595359.956, 5753195.131)	 line bottom point : (595359.956, 5745470.425) 	 left # : 2392 	 right # : 656 	 overlap_with_division_line # : 353
line top point : (595360.956, 5753195.131)	 line bottom point : (595360.956, 5745470.425) 	 left # : 2394 	 right # : 654 	 overlap_with_division_line # : 353
line top point : (595361.956, 5753195.131)	 line bottom point : (595361.956, 5745470.425) 	 left # : 2395 	 right # : 653 	 overlap_with_division_line # : 353
line top point : (595362.956, 5753195.131)	 line bottom point : (595362.956, 5745470.425) 	 left # : 2397 	 right # : 651 	 overlap_with_division_line # : 353
line top point : (595363.956, 5753195.131)	 line bottom point : (595363.956, 5745470.425) 	 left # : 2397 	 right # : 651 	 overlap_with_division_line # : 353
line top point : (595364.956, 5753195.131)	 line bottom point : (595364.956, 5745470.425) 	 left # : 2397 	 right # : 651 	 overlap_with_division_line # : 353
line top point : (595365.956, 5753195.131)	 line bottom point : (595365.956, 5745470.425) 	 left # : 2399 	 right # : 649 	 overlap_with_division_line # : 353
line top point : (595366.956, 5753195.131)	 line bottom point : (595366.956, 5745470.425) 	 left # : 2399 	 right # : 649 	 overlap_with_division_line # : 353
line top point : (595367.956, 5753195.131)	 line bottom point : (595367.956, 5745470.425) 	 left # : 2401 	 right # : 647 	 overlap_with_division_line # : 353
line top point : (595368.956, 5753195.131)	 line bottom point : (595368.956, 5745470.425) 	 left # : 2401 	 right # : 647 	 overlap_with_division_line # : 353
line top point : (595369.956, 5753195.131)	 line bottom point : (595369.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595370.956, 5753195.131)	 line bottom point : (595370.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595371.956, 5753195.131)	 line bottom point : (595371.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595372.956, 5753195.131)	 line bottom point : (595372.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595373.956, 5753195.131)	 line bottom point : (595373.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595374.956, 5753195.131)	 line bottom point : (595374.956, 5745470.425) 	 left # : 2402 	 right # : 646 	 overlap_with_division_line # : 353
line top point : (595375.956, 5753195.131)	 line bottom point : (595375.956, 5745470.425) 	 left # : 2404 	 right # : 644 	 overlap_with_division_line # : 353
line top point : (595376.956, 5753195.131)	 line bottom point : (595376.956, 5745470.425) 	 left # : 2404 	 right # : 644 	 overlap_with_division_line # : 353
line top point : (595377.956, 5753195.131)	 line bottom point : (595377.956, 5745470.425) 	 left # : 2406 	 right # : 642 	 overlap_with_division_line # : 353
line top point : (595378.956, 5753195.131)	 line bottom point : (595378.956, 5745470.425) 	 left # : 2406 	 right # : 642 	 overlap_with_division_line # : 353
line top point : (595379.956, 5753195.131)	 line bottom point : (595379.956, 5745470.425) 	 left # : 2407 	 right # : 641 	 overlap_with_division_line # : 353
line top point : (595380.956, 5753195.131)	 line bottom point : (595380.956, 5745470.425) 	 left # : 2408 	 right # : 639 	 overlap_with_division_line # : 354
line top point : (595381.956, 5753195.131)	 line bottom point : (595381.956, 5745470.425) 	 left # : 2408 	 right # : 639 	 overlap_with_division_line # : 354
line top point : (595382.956, 5753195.131)	 line bottom point : (595382.956, 5745470.425) 	 left # : 2408 	 right # : 639 	 overlap_with_division_line # : 354
line top point : (595383.956, 5753195.131)	 line bottom point : (595383.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595384.956, 5753195.131)	 line bottom point : (595384.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595385.956, 5753195.131)	 line bottom point : (595385.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595386.956, 5753195.131)	 line bottom point : (595386.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595387.956, 5753195.131)	 line bottom point : (595387.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595388.956, 5753195.131)	 line bottom point : (595388.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595389.956, 5753195.131)	 line bottom point : (595389.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595390.956, 5753195.131)	 line bottom point : (595390.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595391.956, 5753195.131)	 line bottom point : (595391.956, 5745470.425) 	 left # : 2410 	 right # : 637 	 overlap_with_division_line # : 354
line top point : (595392.956, 5753195.131)	 line bottom point : (595392.956, 5745470.425) 	 left # : 2414 	 right # : 634 	 overlap_with_division_line # : 353
line top point : (595393.956, 5753195.131)	 line bottom point : (595393.956, 5745470.425) 	 left # : 2414 	 right # : 634 	 overlap_with_division_line # : 353
line top point : (595394.956, 5753195.131)	 line bottom point : (595394.956, 5745470.425) 	 left # : 2416 	 right # : 632 	 overlap_with_division_line # : 353
line top point : (595395.956, 5753195.131)	 line bottom point : (595395.956, 5745470.425) 	 left # : 2416 	 right # : 632 	 overlap_with_division_line # : 353
line top point : (595396.956, 5753195.131)	 line bottom point : (595396.956, 5745470.425) 	 left # : 2417 	 right # : 631 	 overlap_with_division_line # : 353
line top point : (595397.956, 5753195.131)	 line bottom point : (595397.956, 5745470.425) 	 left # : 2418 	 right # : 630 	 overlap_with_division_line # : 353
line top point : (595398.956, 5753195.131)	 line bottom point : (595398.956, 5745470.425) 	 left # : 2418 	 right # : 630 	 overlap_with_division_line # : 353
line top point : (595399.956, 5753195.131)	 line bottom point : (595399.956, 5745470.425) 	 left # : 2418 	 right # : 630 	 overlap_with_division_line # : 353
line top point : (595400.956, 5753195.131)	 line bottom point : (595400.956, 5745470.425) 	 left # : 2419 	 right # : 629 	 overlap_with_division_line # : 353
line top point : (595401.956, 5753195.131)	 line bottom point : (595401.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595402.956, 5753195.131)	 line bottom point : (595402.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595403.956, 5753195.131)	 line bottom point : (595403.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595404.956, 5753195.131)	 line bottom point : (595404.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595405.956, 5753195.131)	 line bottom point : (595405.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595406.956, 5753195.131)	 line bottom point : (595406.956, 5745470.425) 	 left # : 2421 	 right # : 627 	 overlap_with_division_line # : 353
line top point : (595407.956, 5753195.131)	 line bottom point : (595407.956, 5745470.425) 	 left # : 2427 	 right # : 620 	 overlap_with_division_line # : 354
line top point : (595408.956, 5753195.131)	 line bottom point : (595408.956, 5745470.425) 	 left # : 2427 	 right # : 620 	 overlap_with_division_line # : 354
line top point : (595409.956, 5753195.131)	 line bottom point : (595409.956, 5745470.425) 	 left # : 2427 	 right # : 620 	 overlap_with_division_line # : 354
line top point : (595410.956, 5753195.131)	 line bottom point : (595410.956, 5745470.425) 	 left # : 2427 	 right # : 620 	 overlap_with_division_line # : 354
line top point : (595411.956, 5753195.131)	 line bottom point : (595411.956, 5745470.425) 	 left # : 2431 	 right # : 616 	 overlap_with_division_line # : 354
